id,paragraphs
943,full courtroom nobleman woman assemble iron throne viserys targaryen put full regalia formally receive wayward younger brother daemon jauntily enters throne room still carrying dark sister sheathed hip playfully tossing war hammer craghas crabfeeder hand wearing crown made bone driftwood reach base throne lord commander harrold westerling draw sword point slowly daemon chest plate ward tension break daemon throw war hammer ground front iron throne say add chair made melted weapon defeated enemy harrold sheathes sword viserys point daemon wearing crown inquiring also call king daemon say men hailed king narrow sea led smash triarchy force conquer stepstones quickly add know one true king daemon kneel offer crown stepstones older brother viserys asks became corlys velaryon daemon say sailed back home driftmark bothering present royal court due rift viserys viserys also asks hold stepstones daemon reply tide crab corps 2000 triarchy corsair left staked shore warning might follow drahar example viserys come throne sheathed sword blackfyre hand first hesitant moment order daemon rise two brother embrace entire court applauds reconciliation
944,viserys host feast daemon honor red keep godswood viserys get somewhat drunk sharing happy story brother seen since queen aemma death ensuing succession woe four year king good naturedly admits daemon always mother alyssa favorite like rule breaker care custom tradition queen alicent hightower approach welcome daemon inviting see new fine tapestry norvos qohor display gallery viserys laugh daemon uninterested tapestry artwork rhaenyra say would like see excuse talk alicent bench
945,alicent surmise tour go well rhaenyra returned early rhaenyra say endured long could alicent sarcastically chides every knight lord seven kingdom fawning rhaenyra must misery urge rhaenyra rare girl realm get choice two suitor much le forty rhaenyra counter men fawning name bloodline want advance status alicent say still think sound romantic rhaenyra blurts see romantic marrying locked castle made squeeze heir alicent quietly wounded exactly describes situation life embarrassed rhaenyra apologizes
946,shifting topic rhaenyra asks angry father trying diplomatic alicent say viserys put great effort arranging tour course frustrated ended early alicent say happy rhaenyra home admits friend fact quite lonely say wish still lady alicent day everyone court think queen accessory king feeling sorry alicent rhaenyra hold hand offer comfort two somewhat reconciled estrangement past year
947,time later rhaenyra find daemon standing alone weirwood heart tree rhaenyra uncle continue private conversation high valyrian retiring row seat near feast table along colonnade rhaenyra say father intent selling lord biggest castle though mind attention rest without daemon slyly say marriage political arrangement stop seeking private pleasure rhaenyra say might political arrangement men woman like death sentence reveals bitterly worried ending like mother made produce new potential heir died childbirth refuse accept fate daemon advises live life fear forsake best part rhaenyra say intend live fear pleasant solitude
948,small council
949,king viserys attends meeting small council rhaenyra longer serving cupbearer full seat council tyland lannister replaced corlys velaryon master ship resigned protest brings troubling news seems traded crabfeeder sea snake velaryon fleet hold stepstones lord corlys control vital sea lane going giving considerable leverage crown viserys surprised corlys would still upset spurning marriage alliance young laena velaryon year ago grand maester mellos say lord corlys prideful man pride wounded must seek salve
950,otto hightower however reveals situation worse received disturbing report brother oldtown corlys velaryon entered negotiation sealord braavos report say corlys intends secure marriage alliance braavos wedding daughter laena sealord son otto note obvious corlys succeeds add even pressure viserys quickly force rhaenyra marriage pact secure new ally counterbalance velaryons rhaenyra hears silence
951,long night king landing
952,rhaenyra return chamber night find sack left table opening find common page boy clothes change note written high valyrian glyph along map indicating one painted panel next bed conceals hidden passageway secret staircase rhaenyra change clothes head spiral staircase leading shrine balerion skull outer wall red keep meet uncle daemon lead night town hiding recognizable targaryen silver white hair daemon hood rhaenyra wearing large boy hat
953,daemon take rhaenyra street fair filled tightrope walker juggler fire breather musician dancer fortune teller rhaenyra exciting night sneaking castle juxtaposes alicent dreary married life tending cry newborn helaena targaryen volunteering bathe king sore handmaid rough infection viserys suffering stopped amputating two finger slowed sore back slightly worse
954,meanwhile daemon take rhaenyra street play cruel pantomime showing smallfolk really think current royal succession woe troupe mummer farcically present succession choice brother daughter little princeling three daemon rhaenyra baby aegon lead mummer asks crowd rhaenyra strong feeble ruler shout feeble cheer laughter lead mummer concludes baby aegon heir two thing rhaenyra conqueror name cock crowd commoner applauds rhaenyra jest lie slander prince latter leave daemon say brought rhaenyra farce show smallfolk still convinced male baby aegon much stronger claim throne rhaenyra retort care commoner think daemon insists need expects rule day
955,rhaenyra say want spend one night free burden inheritance constantly reminded seeking fun rhaenyra swipe food street vendor run without paying running alley stopped gold cloak turn ser harwin strong closer inspection recognizes well daemon round corner grin harwin tell take care continues way
956,red keep alicent turn night viserys sends messenger summon bed endures boring pleasureless sex ailing husband old enough father alicent look bored disinterest couple though whenever viserys turn face switch fake smile dutiful wife
957,back city outside castle daemon take rhaenyra brothel street silk rhaenyra watch performance naked male female dancer mix fear interest drinking wine daemon lead lower level brothel taking hood tossing rhaenyra hat aside revealing recognizable valyrian hair onlooker lower den brothel orgy pair group enjoying men cavort woman woman covert woman men cavort men woman cavort two men time visibly enjoying rhaenyra sheltered princess disoriented display around also transfixed awe daemon say brought rhaenyra show fucking pleasure see woman man
958,watching particularly muscular man fellate another man rhaenyra hold back desire longer lean start kissing uncle daemon kiss daemon say marriage may duty stop want sex want amidst orgy going around rhaenyra lean another kiss daemon slowly spin around hold wall open shirt pull pant rhaenyra lolls head pleasure gently turn around take behind wall spin around start aggressively kissing seeing lust niece eye daemon slowly start backing either longer excited total control situation part go brother mix n 1 daemon quickly leaf rhaenyra alone orgy rush hallway without thinking blurts daemon search also considering longer disguised street urchin hallway recognizes
959,rhaenyra return red keep front gate haze wine lust bothering return secret passage come door chamber guarded criston cole charged erotic adventure left physically unsatisfied rhaenyra open chamber door playfully grab criston helmet retreat back room entices take silently play keep away maneuver back around entrance shuts door seeing longing eye intention criston softly whisper stop sworn honor kingsguard taken vow chastity rhaenyra start unfastening vambrace left arm kiss longed princess afar year criston give temptation start kissing back slowly begin remove several layer kingsguard armor meaningful look white cloak office removing criston rhaenyra slowly undress rhaenyra giggle excitement see naked gently pull shift well overcome passion jump criston lock leg around waist criston carry nearby bed share night ecstasy
960,morning
961,pre dawn hour otto hightower awakened one guard informing messenger white worm come bring important news street urchin spotted rhaenyra calling daemon brothel elsewhere dawn arrives city hung daemon wake unfamiliar chamber see former lover mysaria boiling drink daemon asks prisoner say protector give drink saying take edge hangover spill daemon groggily say need protection common whore mysaria say longer whore learned skin trade take far life mysaria information broker city underbelly street urchin enters give mysaria reward money otto hightower gave mysaria leaf daemon still hung stand casually saying go pay room way
962,otto hightower wait outside king viserys private chamber hesitating distasteful task one hand otto always sought undermine daemon plotting rhaenyra removed heir favor grandson aegon news received could easily destroy without effort part hand father known viserys year actually take pleasure giving awful news daughter apparently lost virginity brothel n 1 otto knock door wake viserys grudgingly reporting rhaenyra spied pleasure house alarm viserys otto go say coupling brothel looking uncle daemon viserys incredulous say must lie otto responds considered reacting report single spy multiple castle servant confirmed saw rhaenyra creeping back main gate city pre dawn hour disguised page
963,furious viserys redirects anger accuse otto ambitious would daughter stalked spy otto honestly say far know one many informant city truly happened brothel rhaenyra walked viserys refuse believe angrily tell otto get otto realize daughter alicent however king bed prior night together behind privacy screen heard entire conversation viserys shocked news remembers alicent still room sends father away walk tear welling eye
964,rhaenyra combing hair chamber criston open door greets warmly say queen wish speak rhaenyra meet alicent alone godswood voice trembling alicent bluntly asks happened last night rhaenyra feigns ignorance alicent say father otto made worrying allegation uncle rhaenyra almost giggling relief say seen daemon year went night fun sneaking castle drinking wine anything serious alicent lower tone curtly say accusation fucked daemon pleasure house rhaenyra say vile accusation alicent ponders targaryens queer custom feigning total innocence rhaenyra begs alicent friend sister complete lie princess question virtue act treason alicent admits know specific source report father believed enough report directly king rhaenyra say belief slander verge cry alicent say want help rhaenyra come around tactfully admitting daemon took several tavern got drunk lie wanted go home got late daemon wanted continue escort head back city alone ended brothel rhaenyra admits watched show brothel spectator actually anything technically true daemon got cold foot left could sex daemon ran whore make way back castle anyway concludes embellishing word word daemon never touched swears mother memory alicent know rhaenyra well enough sense whether lying tell something amiss think fundamentally telling truth actually sex daemon alicent still criticizes rhaenyra foolish go brothel show first place even put position virtue could called question alicent stress king strived find good match potential suitor ever thought sullied would ruin potential marriage alliance need ever
965,second exile
966,still several hour later somewhat sober daemon lope gate red keep immediately seized harrold westerling two kingsguard bring audience king guard roughly drop still semi coherent daemon onto floor throne room guard leave viserys appears side doorway accuses daemon defiled daughter give swift kick rib asking even attempt deny daemon instead asking matter given two rhaenyra age visited brothel street silk viserys responds young men rhaenyra girl daemon counter rhaenyra legally woman grown half sarcastically say better first experience random whore thus lying viserys actually sex angered viserys kneel start strangling daemon proclaiming ruined lord wed condition daemon brazenly say wed viserys stifle laugh absurdity daemon already married rhea royce daemon say take second wife polygamously like aegon conqueror viserys insulted immediately draw valyrian steel dagger hold daemon throat kneeling chest say conqueror plague upon house daemon continues insist viserys give rhaenyra together restore house targaryen proper glory viserys bitterly accuses rhaenyra daemon want iron throne viserys rise dismissively tell daemon go back vale lawful wife try restore scrap honor may left make difference never want see daemon
967,chamber rattled viserys look balcony city alicent brings cup wine alicent say talked rhaenyra denied sex daemon known deceitful importantly alicent point daemon pervasively lie openly claiming sex rhaenyra mean probably true viserys baffled claiming thing could possibly serve alicent suggests daemon entire goal taunt older brother disinheriting viserys say whatever happened still sense rhaenyra innocent wrongdoing alicent earnestly insists rhaenyra swore remains maiden belief
968,interest realm
969,evening rhaenyra summoned father chamber guard told leave viserys heating valyrian steel dagger brazier fire explains dagger carried aegon conqueror generation aenar targaryen left valyria aegon conqueror died viserys explains realized apocalyptic winter saw dragon dream would happen lifetime sought pas warning future generation dynasty addition passing story king heir aegon also commissioned last old valyrian pyromancer etch hidden message onto personal dagger visible heated red hot hand heated dagger rhaenyra read high valyrian glyph blood come prince promised song ice fire
970,viserys say responsibility handed rhaenyra burden knowledge larger throne desire viserys say jaehaerys would disinherited luxury say given chance defend reply truth matter perception enough people already heard gossip least sighted brothel daemon willing entertain rumor actually sex rhaenyra defiantly say born man could bed whomever wanted father dozen bastard one royal court would bat eye viserys bluntly say right born woman mean
971,viserys explains would disinherit rhaenyra name aegon heir place duty hold realm together white walker ever return verge civil war house velaryon need marriage alliance family unite back rest realm command rhaenyra marry corlys son laenor velaryon lord corlys accept match rhaenyra anything le named heir iron throne
972,rhaenyra agrees without protest one condition viserys remove otto hightower hand king otto slighted rhaenyra rhaenyra point always pushing grandson aegon named heir iron throne aegon named heir would ruin rhaenyra marriage alliance laenor viserys focused obtaining long otto remains hand always try undermine peace velaryons viserys first scoff every lord council self interested somehow rhaenyra insists otto self interested would indeed jeopardize stability realm goal put heir hightower blood throne reluctant viserys blind otto constant attempt manipulation year grudgingly relents
973,time later otto hightower summoned meet viserys alone small council chamber viserys immediately launch story father baelon targaryen served hand king five day baelon healthy warrior dragon rider prime life old king jaehaerys named new hand king mere five day later suddenly died burst belly baelon replaced hand otto held office ever since five day otto went another man royal court second powerful man realm viserys wonder long took otto start choosing interest king viserys say alicent get worst grief aemma died realizes much otto intended calculated distraction hightowers could subsume reign within otto pleads absurd know viserys alicent love viserys deny say otto interest longer align realm pained viserys say crown realm owe otto great debt never repaid longer trust judgement saying take otto pin office hand tunic
974,rhaenyra tea
975,late night rhaenyra reading alone chamber grand maester mellos arrives present round sealed jar containing liquid say took great care brewing prepared improperly ineffective negative side effect asks say tea sent king mellos tell rhaenyra rid unwanted consequence bow leaf rhaenyra presented moon tea abortifacient meaning father either believe sure believe insisted sex uncle daemon actually premarital sex criston cole rhaenyra stare tea
976,appearance
977,main article king narrow sea episode appearance
978,cast
979,note
980,9 14 starring cast member appear episode
981,starring cast member emma arcy rhaenyra targaryen olivia cooke alicent hightower steve toussaint corlys velaryon eve best rhaenys targaryen matthew needham larys strong credited appear episode
982,adam collins david cronnelly matt crook matt dasilva josh dyer eduardo gago richard hall lawrence hansen richard hansen nicklas hansson max haeusle rowley irlam erin jameson richard leggett leigh maddern leona mccarron nikita mitchell david pintado oleg podobin nick roeten jodie saunders paul shapcott sam stefan gyula toth josh wheeldon richard wheeldon willoughby ramón jiménez stunt performer episode
983,behind scene
984,general
985,title episode refers daemon hailed king narrow sea victory triarchy
986,world westeros whole first episode female director clare kilner since 2014 season 4 fifth episode first name directed michelle maclaren last four season game throne female director season 3 female screenwriter either maclaren also female director ever worked game throne
987,filming location
988,filming location episode included
989,extensive street scene rhaenyra daemon night street carnival filmed cáceres spain town previously used king landing street scene starting season 7 night scene production team obtained permission town council order electric light turned certain neighborhood 2
990,hall storm end interior location filmed entirely volume virtual set none wall real enhance illusion real set director clare kilner dead leaf scattered around ground gently blown around fan simulate wind 2
991,storm end
992,episode feature first screen appearance storm end seat house baratheon budget constraint storm end would appeared second season game throne parley renly stannis would also appeared later series subplot dance dragon wind winter cut series
993,taunting subsequent bloody duel willem blackwood jerrel bracken reflects bitter enmity house longstanding feud began age hero endures war five king even house happen fight side fire blood mention king jaehaerys skilled negotiator even managed broker peace two family lasted fifty year ultimately last apparently broken duel storm end
994,fire blood mention blackwood bracken fought duel rhaenyra storm end bracken fight one died also book blackwood named samwell willem appear adult time skip unclear meant character writer simply want use name samwell
995,willem blackwood mention blackwood sided targaryens war conquest riverlands brutally oppressed ironborn conquered region three generation house tully rallied riverlords voluntarily switch targaryens side reward riverlands given equal standing rest kingdom riverlands contested border region century considered one seven kingdom jerrel mock willem citing blackwood contribution somehow special riverlords joined targaryens including bracken tully actually bigger impact name lord blackwood sided targaryen conquest mentioned book episode establishes name lucas blackwood
996,boremund baratheon note blackwood strong house descend first men original human ethnic group westeros loosely based celt blackwood actually prominent family outside north never converted faith seven still follow old god forest
997,stunt coordinator rowley irlam explained blackwood bracken actor use stunt double brief fight mat ground cushion fall irlam redesigned fight time final version though happens screen final cut shown house dragon built behind scene featurette 2
998,among potential suitor rhaenyra representative house dondarrion house bracken house blackwood house frey house mooton house strong house swann house mudd
999,fish sigil tully sigil though several reviewer mistook one tully fish smaller trout head facing left mooton sigil fish larger salmon leaping different pose facing right
1000,presence man displaying house mudd sigil odd given local king first men riverlands died thousand year ago andal invasion several minor mercenary free city use surname mudd might minor branch family survived
1001,according credit elderly lord dondarrion actually named beric dondarrion name repeat dynasty implication repeated descendant beric dondarrion brotherhood without banner given say hosted queen alysanne blackhaven half century ago possible lord dondarrion criston cole served year fighting dornish incursion along boneway
1002,costume designer jany temime explained thought went rhaenyra new red gown looking husband show little skin open sleeve bare shoulder temime say little old time temime note inviting alluring outfit intentional contrast acting brutally honest shunning every suitor 2
1003,four tier nobility westeros present one scene storm end top princess rhaenyra targaryen royal family boremund baratheon lord paramount stormlands lord dondarrion blackhaven one dozen major lord seven kingdom criston house cole minor noble family serve steward dondarrions
1004,rhaenyra grows bored frustrated suitor play ring finger twisting around one rhaenyra character tic described book
1005,criston cole mention rhaenyra royal tour meant continue bitterbridge marking first time mentioned dialogue franchise bitterbridge guard major crossing mander river reach controlling east west passage along roseroad oldtown highgarden king landing
1006,king landing
1007,rhaenyra boat set filmed blue screen lot full sized war galley smaller yacht ryan condal said idea behind fast small pleasure yacht meant personal travel shuttling back forth across blackwater bay much story season 1 involves character shuttling back forth king landing dragonstone nearby driftmark storm end much farther away farther east coast large war ship meant travel open sea expensive build smaller ship constructed rear third vessel part actually need show actor walking around design team pointed really one ship set game throne redressed best could simulate different vessel knew design new pleasure yacht important would extensively used show progress future season 2
1008,royal court gathering receive daemon viserys noticeably reacts surprise rhaenyra try sneak crowd send advance word returning early royal tour time meet father yet everyone rushing receive daemon first moment viserys learns daughter back city
1009,full royal courtroom scene includes 250 extra full costume 2
1010,garden party godswood rhaenyra seen picking eating candied lemon topping lemon cake notice quite cake tray missing topping implying rhaenyra picked candied lemon scene began
1011,originally scene rhaenyra daemon privately talking garden party supposed take place entirely weirwood heart tree director clare kilner later decided whole scene stayed viewer would distracted impressive heart tree prop instead focusing actor nuanced performance changed daemon walk one feast table along side colonnade jauntily sit foot 2
1012,specific face sculpt used red keep godswood heart tree based face miguel sapochnik mother 2
1013,production designer jim clay explained red keep godswood set inspired byzantine style atrium prayer space term brickwork tree center artwork wall though instead byzantine fresco gave renaissance quality using mural instead mosaic 2
1014,consider context earlier comment rhaenyra investiture robe end first episode also byzantine inspired design intended relic passed conquest era targaryens red keep godswood built later reign conquest era targaryens well time aegon son maegor implication conquest era targaryens overall byzantine inspired aesthetic clothing style architecture although stated also note dragonpit also built maegor great dome unlike hagia sophia
1015,rhaenyra longer cupbearer small council formal seat table looking closely even rounded stone ball plate like member mark council session
1016,daemon reveals note rhaenyra secret passageway chamber wall panel right side bed open staircase leading shrine balerion skull red keep filled secret passageway built order maegor cruel castle constructed finished executed builder reveal others already shown first episode daemon know secret passageway used spy small council discussing succession crisis queen aemma died
1017,rhaenyra make way shrine balerion skull rat seen scurrying scene intercuts alicent seeing rat bedpost red keep something rat problem retreat secret passageway avoid trap cat subtle hint room rat seen room spy might hiding behind wall
1018,street carnival daemon rhaenyra walk filmed cáceres spain previously used king landing scene game throne season 7 production return iconic city wall dubrovnik croatia featured game throne season 2 onward miguel sapochnik explained chose focus cáceres smaller dubronik prequel era 200 year original tv series logically building king landing look smaller earlier era 2
1019,cinematographer alejandro martínez explained production asked town council turn electric light neighborhood filming would total control lit theory series us natural light source exist within fictional universe three thing sun moon fire key distinction practice mean literally film near darkness think justification strong universe light source e still set artificial overhead light conceit universe moon obscured cloud particular night torch lighting scene little intensely would real life episode took step forward establishing many street performer trick bonfire creating burst flame real bonfire actually powerful enough fully illuminate daemon rhaenyra universe supplement lighting rig simulate effect burst flame would luckily already rig easily hand dragon breath lighting rig already developed character standing next blast dragon fire 2
1020,instead static shot daemon rhaenyra standing around street festival production team wanted chaotic almost overwhelming journey rhaenyra pov camera shaking moving follows filmed multiple cameraman wearing steadicam rig follow around example rhaenyra run around corner encounter harwin strong alley camera motionless positioned end street cameraman steadicam rig running backwards foot ahead milly alcock moving along 2
1021,rhaenyra daemon watch lowbrow pantomime performance troupe mummer actor street king landing book samwell tarly note free city actual theatre full length scripted narrative professional actor westeros simple street farce filled stock character notice player appearing rhaenyra alicent men dress wooden prop version iron throne use also double toilet lid seat
1022,director clare kilner said street farce wanted vein english pantomime dress men woman lot fun rehearsed put together little story stage mocking daemon rhaenyra built throne decided would fun also toilet 2
1023,rhaenyra several parallel arya stark episode arya snuck secret passageway past dragon skull escape red keep dressed boy avoid detection several year later braavos arya also saw show within show stage play named bloody hand satirizing event earlier season though rhaenyra watch even ribald poorly written street farce milly alcock explained placeholder dialogue producer gave young rhaenyra audition actually used line arya stark indicating see similarity character chafe restriction put gender
1024,episode begin closeup rhaenyra playing valyrian steel necklace uncle daemon gave notice reject sex criston cole instead subsequence scene rhaenyra stopped wearing daemon necklace switched different one
1025,daemon sprawled drunk throne room floor notice still faint scar right collarbone wounded flaming arrow year ago preceding episode
1026,confrontation viserys daemon point aegon conqueror two wife question second time half seriously suggested polygamous second marriage first time second episode said would marry mysaria case viserys refuse already married rhea royce uncommon unheard valyrians practice polygamy aegon married older sister visenya many suspect secure succession also married younger sister rhaenys love faith seven opposed targaryen incest polygamy aegon gave leadership tacit assurance relic past continue ruling westeros faith militant uprising broke time aegon son issue targaryen polygamy incest actually ended faith giving exception continue incestuous practice official ruling however given continuing polygamy targaryens avoid already incestuous bloodline actively choosing take multiple wife agains would restarted conflict faith even though official ban targaryen polygamy therefore tradition never tried every generation particularly brazen targaryen like maegor cruel would attempt claim ancient custom always scandalous rumor daemon blackfyre later rhaegar targaryen felt could marry second wife daemon never explicitly claim fire blood take second wife still married rhea royce keeping example rebellious targaryens thought might flout restriction
1027,given rhea later say light way marriage never even consummated explained daemon seek annulment one ground dissolving marriage e tyrion sansa marriage fire blood mention daemon indeed requested viserys annul marriage soon became king refused unclear reason possible viserys want offend house royce hoped chaining daemon rhea would keep trouble work
1028,rhaenyra apparently handmaiden named annara think door chamber criston enter princess rhaenyra several handmaiden book one named youngest elinda massey appear later season
1029,rhaenyra hold valyrian steel dagger fire valyrian glyph revealed spell blood come prince promised song ice fire almost word rhaegar targaryen said son aegon vision daenerys saw house undying clash king chapter 48 prince promised song ice fire
1030,first time phrase prince promised mentioned series viserys say first revealed prophecy first episode
1031,second time phrase song ice fire mentioned show following heir dragon
1032,second part rhaegar enigmatic word must one dragon three head included hidden glyph
1033,targaryen ancestor
1034,episode prominently mention viserys parent grandparent
1035,lord dondarrion try impress rhaenyra story queen alysanne targaryen visited castle half century ago rhaenyra point great grandmother first time franchise queen alysanne name mentioned dialogue viserys mention first episode series public order king landing declined since grandmother died death left brother husband jaehaerys shell man used died year later
1036,garden party viserys recall daemon always mother favorite like warrior care tradition rule mention name alyssa targaryen though viserys parent listed scroll king jaehaerys read first episode description match personality described fire blood tomboy dragon rider former rider meleys current mount rhaenys
1037,viserys dismisses otto hand share length story father baelon targaryen death straight book baelon great warrior dragon rider prime life suddenly died burst appendix septon barth hand forty year died old age late jaehaerys reign ryam redwyne served interrim hand king le year infamously bad voluntarily resigned return position kingsguard jaehaerys replaced naming baelon new hand given also royal heir point older brother aemon daughter rhaenys passed jaehaerys declared great hunt kingswood celebrate appointment baelon complained pain side despite best effort maesters died five day named hand one year according fire blood baelon death sparked succession crisis resulted great council 101 ac seen prelude first episode first episode viserys also named infant son lived hour baelon though episode explain dialogue viserys named father
1038,viserys also mention father baelon specifically rider le mount vhagar last original three targaryen dragon war conquest largest left alive vhagar originally mount queen visenya targaryen lived almost 80 year old died year son maegor vhagar left riderless decade eventually claimed jaehaerys second son baelon vhagar left riderless ever since baelon death viserys discussed laena velaryon two episode ago nesting around dragonstone nearby isle like driftmark
1039,viserys also explains valyrian steel dagger used belong aegon targaryen grandfather viserys grandfather jaehaerys aegon warning prophetic dream etched blade visible heated red hot viserys go say blade family since time aenar targaryen aenar father daenys dreamer viserys mentioned first introduced prophecy first episode daenys prophetic dream coming doom valyria father aenar took heed resettling entire house dragonstone thus survived volcanic super eruption destroyed homeland dozen year later seven generation targaryens lived dragonstone doom conquest counting aenar first aegon conqueror seventh blade family least eleven generation viserys also admits know aenar first person dagger belonged difficult know aenar oldest targaryen ancestor mentioned name novel general detail dragon lord information given era
1040,free city
1041,episode mention several free city
1042,defeated triarchy mentioned actually triple alliance myr lys tyrosh far tv show mentioned myr lys part triarchy
1043,norvos qohor mentioned first time series alicent say fine new tapestry city display gallery free city known tapestry include norvos qohor lys myr probably get new tapestry lys myr due recent war triarchy world ice fire sourcebook say qohor actually make tapestry quality made myr considerably cheaper famous e similar sparkling wine champagne region france much prestigious expensive sparkling wine region even technically nearly quality first novel game throne eddard stark observes tapestry norvos qohor lys hanging small council chamber
1044,braavos mentioned first time series stray reference part plot viserys small council learns corlys velaryon seeking marriage pact daughter laena son sealord braavos
1045,two episode ago rogue prince viserys also mentioned seeking alliance pentos volantis triarchy thus episode mentioning another three eight nine free city mentioned house dragon except lorath generally considered remote least important nine
1046,high valyrian glyph writing
1047,episode mark introduction high valyrian glyph writing system developed linguist david j peterson also developed spoken language tv series developed writing system scifi fantasy series first writing system developed world westeros franchise peterson continuing give update social medium house dragon progress expalining glyph system work book mention valyrian glyph based writing system george r r martin made attempt develop
1048,peterson said high valyrian writing system intentionally complicated inspired egyptian hieroglyph mixture ideograph character representing sound even character full alphabet abjad signifying consonant vowel cluster leaving vowel context glyph prominently appear rhaenyra read aloud valyrian steel dagger first appear clearly note daemon left rhaenyra room
1049,peterson made post instagram giving transcription translation daemon note 3
1050,kesommi aōle mīsās put
1051,rhakiāzmo inkot dōros indīs push wall behind tapestry
1052,geltilio rȳ jās follow passage
1053,ninkiot avy rhaeninna meet outside
1054,timeline
1055,aegon three year old episode year passed since second name rhaenyra stated 17 year old last episode would make 18 year old episode also directly stated four year passed since daemon left king landing 14 year old premiere
1056,alicent hightower heavily pregnant next child previous episode baby since born almost year old daughter helaena targaryen
1057,age adulthood westeros 16 noted preceding episode daemon point viserys rhaenyra woman grown confrontation alicent married viserys several month second episode around time would turned 16 well due uk filming law character younger 16 depicted sex implication married game throne similarly age daenerys targaryen 16 year old first season
1058,episode confirms otto hightower served time hand king king jaehaerys targaryen grandson viserys succeeded book jaehaerys lived another two year great council 101 ac
1059,great council year 101 ac tv series begin ninth year viserys reign book queen aemma died second year reign adding jaehaerys two year reign first episode began year 112 ac tv timeline 101 2 9 112 also confirmed supplementary material 4 episode four year later meaning take place year 116 ac also match preceding episode stated take place one year also worked internal dialogue take place 115 ac
1060,otto say rhaenyra spotted sneaking back red keep hour owl continues mention hour bat two episode ago westeros system customary name hour night though full listing given yet known hour bat followed hour eel followed hour ghost point later night hour owl followed hour wolf darkest point middle night e around midnight hour nightingale
1061,unreliable historical source
1062,rhaenyra activity episode prominently bring issue unreliable narrator source material house dragon based fire blood george r r martin wrote universe history book martin said fascinated conflicting point view different pov character main novel series fire blood pov narration way worked element uncertainty universe text written much later historian archmaester gyldayn living century event sort biased historical source written lived several point source drastically diverge gyldayn simply present version leaf reader figure really happened martin said real life historian deal biased source sort truth
1063,gyldayn history text presented fire blood relies three major source grand maester munkun pro rhaenyra account septon eustace anti rhaenyra account ribald account court jester mushroom took side invented many salacious detail probably happen showrunner ryan condal said would impossible present three alternate version house dragon trying present really happened three version got distorted rival chronicler rumor particularly evident source discus army movement action open court secondhand rumor character private behind closed door
1064,fire blood three major source diverge daemon exiled second time rhaenyra lost virginity
1065,grand maester munkun simply say viserys daemon quarreled leading exile pro rhaenyra account avoids discussing matter detail thus really two alternate version eustace mushroom
1066,septon eustace anti rhaenyra account say daemon sex rhaenyra brothel found bed castle chamber one kingsguard eustace claim rhaenyra love daemon pleaded father let marry refused eustace go say right rhaenyra wedding laenor criston snuck rhaenyra chamber plead love suggest run away free city get married refused join exile
1067,mushroom dwarf court jester give utterly ribald account claim rhaenyra wanted criston daemon never approached due vow chastity kingsguard daemon took advantage telling rhaenyra could teach seduce criston mushroom claim took brothel could watch experienced prostitute learn art pleasing man mushroom go say rhaenyra practiced oral sex daemon kept maidenhead virginity criston yet mushroom claim rhaenyra attempted put new skill practice seduce criston horrified spurned mushroom go say rhaenyra tried seduce criston second time right wedding laenor velaryon rejected chance way back stumbled harwin strong sex losing virginity word reached viserys event daemon suggested viserys let marry rhaenyra lord would sullied condition may daemon planning entire time
1068,version event house dragon somewhere rumor universe historical source
1069,daemon took rhaenyra brothel attempt seduce stopped last minute daemon falsely claimed viserys sex rhaenyra therefore sullied viserys let marry harwin sullying mushroom version implied planning entire time
1070,rhaenyra happened run harwin strong making round gold cloak city street daemon told careful went way
1071,mushroom version rhaenyra sex harwin strong criston cole spurned tv show version rhaenyra sex criston cole daemon spurned neither eustace mushroom ever claim rhaenyra succeeded sex criston
1072,none three source ever suggest viserys sent rhaenyra moon tea medicinal tea induces abortion learning lost virginity pre marital sex could happened something private would logically known three major chronicler however common nobleman give wayward daughter moon tea order avoid scandal giving birth bastard moon tea mentioned fire blood said prostitute take abort unwanted child
1073,several reviewer expressed confusion viserys simply confirm rhaenyra claim still virgin ordering maesters septas examine hymen still physically intact actually cultural point book medieval society common noblewoman break hymen horseback riding new bride claim virgin husband generally take word reason real world past woman prefered travel carriage use sidesaddle
1074,cersei considers dispose margaery accusing adultery receives report maesters margaery maidenhead hymen broken even cersei hate margaery people would grasp flimsiest accusation throw dismisses alone useful evidence noblewoman break maidenhead horseback riding renly could bedded later margaery cousin examined septas based testimony osney kettleblack false witness publicly announced virgin arrested adultery listening verbal commotion cersei gloatingly think hope little queen cousin enjoyed ride feast crow cersei vi x
1075,several reviewer expressed confusion viserys simply confirm rhaenyra claim still virgin ordering maesters septas examine hymen still physically intact actually cultural point book medieval society common noblewoman break hymen horseback riding new bride claim virgin husband generally take word reason real world past woman prefered travel carriage use sidesaddle
1076,tv version also play idea daemon planned event notice daemon intentionally take rhaenyra hat brothel well hood knowing would recognized daemon know hand king otto hightower access numerous spy throughout city one street urchin indeed notice brings information otto later revealed street urchin working mysaria ambiguous however whether mysaria league daemon otto manage provide damaging information daemon rhaenyra otto would want information damaging make otto seem ambitious leading dismissal daemon would want
1077,book
1078,episode adapted chapter heir dragon — question succession fire blood also influenced following chapter clash king
1079,chapter 48 daenerys iv targaryen say offspring prince promised song ice fire
1080,gallery
1081,video
1082,image
1083,promotional still
1084,screenshots
1085,reference
